hour,OEE,availability,performance,quality,throughput,raw_inventory,wip,finished,energy_price,temp,humidity,voltage,available_workers,fatigue,maintenance,downtime,MTBF,shift
6106,0.4166556695805798,1.0,0.47455087651546685,0.8779999999999999,189,421.1903977644855,485,1549010,52.37,29.5,56.8,0.88,4,1.0,0,0,5914.2,1
6107,0.4163999057969902,1.0,0.4742595738006723,0.8779999999999999,186,309.5903977644855,526,1549155,51.83,27.1,56.2,0.89,4,1.0,0,0,5915.2,1
6108,0.4161061238425779,1.0,0.47392497020794755,0.8779999999999999,157,215.3903977644855,532,1549306,52.43,25.3,57.3,0.88,4,1.0,0,0,5916.2,1
6109,0.4158024126551807,1.0,0.47357905769382774,0.8779999999999999,142,130.1903977644855,485,1549495,52.12,21.7,53.2,0.88,4,1.0,0,0,5917.2,1
6110,0.4154461824886722,1.0,0.47317332857479755,0.8779999999999999,156,414.62254032933686,455,1549681,52.79,20.1,54.9,0.87,4,1.0,0,0,5918.2,1
6111,0.4151033186921347,1.0,0.4727828231117708,0.8779999999999999,140,330.62254032933686,438,1549838,51.97,18.3,55.0,0.87,4,1.0,0,0,5919.2,1
6112,0.41467331616954806,1.0,0.47229307080814137,0.8779999999999999,153,238.82254032933685,449,1549980,52.26,15.8,54.6,0.87,2,1.5,0,0,5920.2,2
6113,0.4142220133307002,1.0,0.4717790584632121,0.8779999999999999,174,134.42254032933687,467,1550136,53.14,14.7,53.3,0.88,2,1.5,0,0,5921.2,2
6114,0.41369094769455406,1.0,0.4711742001076926,0.8779999999999999,170,463.84585259445225,497,1550276,53.75,15.5,52.6,0.88,2,1.5,0,0,5922.2,2
6115,0.41315350593207606,1.0,0.4705620796492894,0.8779999999999999,170,361.84585259445225,514,1550429,52.89,15.8,51.6,0.88,2,1.5,0,0,5923.2,2
6116,0.4127120421559447,1.0,0.47005927352613297,0.8779999999999999,171,259.24585259445223,511,1550603,53.15,16.2,51.2,0.88,2,1.5,0,0,5924.2,2
6117,0.41220322513167434,1.0,0.4694797552752556,0.8779999999999999,141,174.64585259445224,482,1550773,52.49,17.2,48.7,0.89,2,1.5,0,0,5925.2,2
6118,0.41175725684192455,1.0,0.46897181872656557,0.8779999999999999,151,613.7923887379694,463,1550943,53.32,20.2,52.9,0.9,2,1.5,0,0,5926.2,2
6119,0.41135667631347916,1.0,0.4685155766668328,0.8779999999999999,172,510.59238873796943,464,1551114,53.11,23.7,48.4,0.89,2,1.5,0,0,5927.2,2
6120,0.4110188629126766,1.0,0.4681308233629574,0.8779999999999999,170,408.59238873796943,493,1551255,52.32,24.8,49.4,0.88,2,1.0,0,0,5928.2,0
6121,0.4106934845249502,1.0,0.46776023294413466,0.8779999999999999,154,316.19238873796945,496,1551406,51.42,28.3,46.6,0.88,2,1.0,0,0,5929.2,0
6122,0.4104420943975571,1.0,0.4674739116145298,0.8779999999999999,149,226.79238873796947,473,1551578,52.32,29.7,47.3,0.89,2,1.0,0,0,5930.2,0
6123,0.4101872702655701,1.0,0.46718367911796144,0.8779999999999999,145,139.79238873796947,448,1551748,51.48,32.6,46.8,0.9,2,1.0,0,0,5931.2,0
6124,0.4099286641376077,1.0,0.4668891391088927,0.8779999999999999,165,478.1406704903977,459,1551902,51.86,33.6,45.8,0.89,2,1.0,0,0,5932.2,0
6125,0.4097052114228205,1.0,0.4666346371558321,0.8779999999999999,179,370.74067049039775,489,1552051,51.25,34.4,45.1,0.88,2,1.0,0,0,5933.2,0
6126,0.40946423022013845,1.0,0.4663601710935518,0.8779999999999999,179,263.34067049039777,523,1552196,51.72,34.9,44.6,0.87,2,1.0,0,0,5934.2,0
6127,0.4092486039421928,1.0,0.4661145830776684,0.8779999999999999,150,173.34067049039777,508,1552361,51.28,35.1,46.4,0.87,2,1.0,0,0,5935.2,0
6128,0.4090160711495602,1.0,0.4658497393502964,0.8779999999999999,172,402.65672011048474,501,1552540,51.65,34.2,44.8,0.85,4,1.0,0,0,5936.2,1
6129,0.40879068490709874,1.0,0.46559303520170703,0.8779999999999999,159,307.25672011048476,481,1552719,52.0,32.2,40.7,0.85,4,1.0,0,0,5937.2,1
6130,0.40852450619681985,1.0,0.46528987038362174,0.8779999999999999,134,226.8567201104848,465,1552869,51.06,30.7,39.6,0.84,4,1.0,0,0,5938.2,1
6131,0.40827670742061195,1.0,0.465007639431221,0.8779999999999999,166,127.25672011048479,459,1553041,51.38,27.3,41.5,0.85,4,1.0,0,0,5939.2,1
6132,0.40796452998206206,1.0,0.46465208426202975,0.8779999999999999,172,517.4573900264373,472,1553200,50.44,25.4,40.8,0.84,4,1.0,0,0,5940.2,1
6133,0.40764306880922513,1.0,0.4642859553635822,0.8779999999999999,132,438.25739002643735,470,1553334,50.89,22.6,38.4,0.83,4,1.0,0,0,5941.2,1
6134,0.4072980932543183,1.0,0.46389304470879084,0.8779999999999999,161,341.6573900264374,465,1553500,50.17,20.0,39.3,0.84,4,1.0,0,0,5942.2,1
6135,0.40687669808723853,1.0,0.4634130957713423,0.8779999999999999,143,255.85739002643737,436,1553672,50.76,18.3,37.4,0.84,4,1.0,0,0,5943.2,1
6136,0.4064366285892817,1.0,0.46291187766433,0.8779999999999999,131,177.25739002643738,435,1553804,50.95,15.8,36.5,0.83,2,1.5,0,0,5944.2,2
6137,0.40593811420337944,1.0,0.46234409362571693,0.8779999999999999,147,687.0835874588911,421,1553965,51.61,16.0,37.0,0.82,2,1.5,0,0,5945.2,2
6138,0.4054357111664728,1.0,0.4617718805996274,0.8779999999999999,130,609.0835874588911,408,1554108,51.23,14.7,34.7,0.81,2,1.5,0,0,5946.2,2
6139,0.0,0.0,0.0,0.85,0,609.0835874588911,277,1554239,51.96,15.0,34.7,0.8,0,1.5,0,1,5947.2,2
6140,0.01930908371095868,0.2,0.11358284535858046,0.85,7,604.883587458891,137,1554386,51.97,16.3,31.9,0.8,1,1.5,0,1,5947.4,2
6141,0.0,0.0,0.0,0.85,0,604.883587458891,7,1554516,52.78,18.1,33.4,0.79,2,1.5,0,1,5947.6,2
6142,0.0,0.0,0.0,0.85,0,604.883587458891,7,1554516,53.12,19.8,32.4,0.79,2,1.5,0,1,5947.6,2
6143,0.0,0.0,0.0,0.85,0,604.883587458891,0,1554523,53.08,22.2,31.2,0.8,2,1.5,0,1,5947.6,2
6144,0.0,0.0,0.0,0.85,0,604.883587458891,0,1554523,54.07,25.3,30.3,0.81,2,1.0,0,1,5947.6,0
6145,0.01746696701177273,0.2,0.1027468647751337,0.85,6,601.283587458891,6,1554523,53.87,27.7,32.6,0.82,2,1.0,0,1,5947.8,0
6146,0.017454853590756162,0.2,0.10267560935738917,0.85,6,597.683587458891,12,1554523,53.16,29.9,30.7,0.83,2,1.0,0,1,5948.0,0
6147,0.01744328782809299,0.2,0.10260757545937052,0.85,7,593.483587458891,19,1554523,52.38,31.7,29.7,0.8,2,1.0,0,1,5948.2,0
6148,0.01743418023849597,0.2,0.10255400140291748,0.85,6,589.8835874588909,19,1554529,51.67,33.7,28.9,0.81,2,1.0,0,1,5948.4,0
6149,0.017426156376607726,0.2,0.10250680221533955,0.85,7,585.6835874588909,20,1554535,51.7,34.9,27.9,0.8,2,1.0,0,1,5948.6,0
6150,0.2354598401756239,0.8,0.34626447084650575,0.85,77,539.4835874588908,90,1554542,52.54,34.3,28.2,0.82,3,1.0,0,1,5949.4,0
6151,0.13741992879282713,0.6,0.26945084077024933,0.85,48,510.6835874588908,132,1554548,52.52,34.4,27.5,0.81,2,1.0,0,1,5950.2,0
6152,0.30105312936399503,0.8,0.4355514024363355,0.8639999999999999,94,454.28358745889085,219,1554555,53.29,33.0,25.5,0.81,4,1.0,0,1,5950.8,1
6153,0.0,0.0,0.0,0.85,0,454.28358745889085,142,1554632,53.46,33.1,25.9,0.8,4,1.0,0,1,5951.6,1
6154,0.0,0.0,0.0,0.85,0,454.28358745889085,94,1554680,53.54,29.8,26.7,0.82,4,1.0,0,1,5951.6,1
6155,0.0,0.0,0.0,0.85,0,454.28358745889085,0,1554774,52.81,27.9,25.9,0.82,4,1.0,0,1,5951.6,1
6156,0.0,0.0,0.0,0.85,0,454.28358745889085,0,1554774,52.19,25.5,24.7,0.8,4,1.0,0,1,5951.6,1
6157,0.07458439838117034,0.4,0.21936587759167744,0.85,26,438.6835874588908,26,1554774,52.83,22.4,24.6,0.81,4,1.0,0,1,5952.0,1
6158,0.0,0.0,0.0,0.85,0,438.6835874588908,26,1554774,53.36,20.5,24.0,0.78,4,1.0,0,1,5953.2,1
6159,0.0,0.0,0.0,0.85,0,438.6835874588908,26,1554774,54.12,17.8,22.8,0.79,4,1.0,0,1,5953.2,1
6160,0.0,0.0,0.0,0.85,0,840.6137153254007,0,1554800,54.11,16.0,21.7,0.8,4,1.5,0,1,5953.4,2
6161,0.020228792694208353,0.2,0.1189928982012256,0.85,7,836.4137153254006,7,1554800,53.45,16.1,23.5,0.81,4,1.5,0,1,5953.6,2
6162,0.07279126050991275,0.4,0.21409194267621395,0.85,23,822.6137153254007,30,1554800,54.39,15.2,20.1,0.81,4,1.5,0,1,5954.0,2
6163,0.14641781474357513,0.6,0.2870937543991669,0.85,55,789.6137153254007,85,1554800,54.15,14.6,21.4,0.81,3,1.5,0,1,5954.6,2
6164,0.14624278149484124,0.6,0.2867505519506691,0.85,60,753.6137153254007,138,1554807,54.18,16.4,21.0,0.81,2,1.5,0,1,5955.2,2
6165,0.0,0.0,0.0,0.85,0,753.6137153254007,115,1554830,53.42,17.7,20.0,0.8,1,1.5,0,1,5955.8,2
6166,0.0,0.0,0.0,0.85,0,753.6137153254007,60,1554885,53.84,19.8,18.3,0.8,2,1.5,0,1,5955.8,2
6167,0.0,0.0,0.0,0.85,0,753.6137153254007,0,1554945,54.28,22.2,21.0,0.78,2,1.5,0,1,5956.0,2
6168,0.0,0.0,0.0,0.85,0,753.6137153254007,0,1554945,53.52,24.2,19.2,0.79,2,1.0,0,1,5956.0,0
6169,0.0,0.0,0.0,0.85,0,753.6137153254007,0,1554945,53.29,27.6,20.7,0.8,2,1.0,0,1,5956.0,0
6170,0.0,0.0,0.0,0.85,0,753.6137153254007,0,1554945,53.36,29.8,20.1,0.81,2,1.0,0,1,5956.0,0
6171,0.05957180209418244,0.4,0.17521118262994836,0.85,20,741.6137153254007,20,1554945,54.11,32.6,21.3,0.8,2,1.0,0,1,5956.4,0
6172,0.05953501973120426,0.4,0.1751029992094243,0.85,24,727.2137153254007,44,1554945,53.71,33.3,19.0,0.8,2,1.0,0,1,5956.8,0
6173,0.05949422900965697,0.4,0.1749830264989911,0.85,18,716.4137153254007,62,1554945,53.37,34.3,20.7,0.8,2,1.0,0,1,5957.2,0
6174,0.0,0.0,0.0,0.85,0,716.4137153254007,42,1554965,52.62,35.0,20.3,0.8,2,1.0,0,1,5957.6,0
6175,0.0,0.0,0.0,0.85,0,716.4137153254007,18,1554989,52.85,34.6,19.9,0.81,2,1.0,0,1,5957.6,0
6176,0.0,0.0,0.0,0.85,0,716.4137153254007,0,1555007,52.24,34.4,20.5,0.8,4,1.0,0,1,5957.6,1
6177,0.0,0.0,0.0,0.85,0,716.4137153254007,0,1555007,52.56,31.4,21.1,0.8,4,1.0,0,1,5957.6,1
6178,0.019042846368724897,0.2,0.11201674334544057,0.85,7,712.2137153254007,7,1555007,52.52,29.6,20.1,0.81,4,1.0,0,1,5957.8,1
6179,0.0,0.0,0.0,0.85,0,712.2137153254007,7,1555007,52.73,27.9,19.0,0.78,4,1.0,0,1,5958.2,1
6180,0.0,0.0,0.0,0.85,0,712.2137153254007,7,1555007,52.63,25.0,20.9,0.77,4,1.0,0,1,5958.8,1
6181,0.0,0.0,0.0,0.85,0,712.2137153254007,0,1555014,51.74,22.7,19.1,0.76,4,1.0,0,1,5958.8,1
6182,0.0,0.0,0.0,0.85,0,712.2137153254007,0,1555014,52.67,19.8,20.4,0.75,4,1.0,0,1,5958.8,1
6183,0.0,0.0,0.0,0.85,0,712.2137153254007,0,1555014,52.18,16.8,21.9,0.75,4,1.0,0,1,5960.0,1
6184,0.0,0.0,0.0,0.85,0,712.2137153254007,0,1555014,52.97,16.6,22.7,0.74,4,1.5,0,1,5960.0,2
6185,0.0,0.0,0.0,0.85,0,712.2137153254007,0,1555014,53.45,15.2,21.4,0.74,4,1.5,0,1,5960.0,2
6186,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,53.06,15.2,22.1,0.74,2,1.5,0,1,5960.0,2
6187,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,53.6,15.6,21.3,0.73,2,1.5,0,1,5960.2,2
6188,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,54.46,16.6,23.9,0.73,2,1.5,0,1,5960.2,2
6189,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,53.88,18.2,21.6,0.74,2,1.5,0,1,5960.2,2
6190,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,53.0,19.6,23.2,0.75,2,1.5,0,1,5960.2,2
6191,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,52.71,23.8,24.4,0.75,2,1.5,0,1,5960.2,2
6192,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,53.48,25.7,24.3,0.74,2,1.0,0,1,5960.6,0
6193,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,53.61,28.6,25.2,0.73,2,1.0,0,1,5960.6,0
6194,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,52.76,30.1,23.6,0.73,2,1.0,0,1,5960.6,0
6195,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,53.1,31.5,24.3,0.71,2,1.0,0,1,5960.6,0
6196,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,52.43,33.5,25.3,0.7,2,1.0,0,1,5960.8,0
6197,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,52.27,35.0,24.9,0.72,2,1.0,0,1,5960.8,0
6198,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,52.25,35.8,27.4,0.73,2,1.0,0,1,5960.8,0
6199,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,52.37,34.3,27.9,0.73,2,1.0,0,1,5961.0,0
6200,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,52.25,33.6,29.1,0.71,4,1.0,0,1,5961.0,1
6201,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,51.36,32.0,29.1,0.69,4,1.0,0,1,5961.4,1
6202,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,51.46,30.2,30.5,0.65,4,1.0,0,1,5962.2,1
6203,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,52.16,27.4,30.5,0.67,4,1.0,0,1,5962.2,1
6204,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,51.43,24.5,32.1,0.65,4,1.0,0,1,5962.2,1
6205,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,52.33,22.5,32.1,0.71,4,1.0,0,1,5963.0,1
6206,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,53.26,20.1,32.7,0.73,4,1.0,0,1,5964.6,1
6207,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,54.21,18.2,33.3,0.73,4,1.0,0,1,5964.6,1
6208,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,54.02,16.0,34.1,0.73,4,1.5,0,1,5964.6,2
6209,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,54.95,14.8,37.1,0.73,4,1.5,0,1,5964.8,2
6210,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,53.98,15.2,35.3,0.74,4,1.5,0,1,5964.8,2
6211,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,54.34,15.2,38.0,0.73,2,1.5,0,1,5964.8,2
6212,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,54.88,16.0,37.2,0.73,2,1.5,0,1,5965.2,2
6213,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,55.06,18.0,38.5,0.73,2,1.5,0,1,5965.4,2
6214,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,54.74,20.0,40.2,0.72,2,1.5,0,1,5965.4,2
6215,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,55.65,22.2,37.9,0.69,2,1.5,0,1,5965.4,2
6216,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,55.54,24.6,41.5,0.69,2,1.0,0,1,5965.4,0
6217,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.44,27.8,41.5,0.7,2,1.0,0,1,5965.8,0
6218,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,55.56,29.5,40.8,0.71,2,1.0,0,1,5966.0,0
6219,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.24,31.6,42.0,0.69,2,1.0,0,1,5966.0,0
6220,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,55.38,33.4,41.7,0.72,2,1.0,0,1,5966.0,0
6221,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,55.84,35.5,45.0,0.72,2,1.0,0,1,5966.0,0
6222,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,55.69,35.8,42.2,0.71,2,1.0,0,1,5966.2,0
6223,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.29,35.3,46.9,0.71,2,1.0,0,1,5966.2,0
6224,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.06,33.1,47.2,0.7,4,1.0,0,1,5966.4,1
6225,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.79,32.1,45.3,0.68,4,1.0,0,1,5966.4,1
6226,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.5,30.4,46.6,0.67,4,1.0,0,1,5966.4,1
6227,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,58.15,28.1,47.7,0.71,4,1.0,0,1,5967.0,1
6228,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,58.27,25.4,50.5,0.69,4,1.0,0,1,5967.4,1
6229,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,59.2,22.4,50.0,0.69,4,1.0,0,1,5967.4,1
6230,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,58.29,20.4,48.8,0.69,4,1.0,0,1,5967.4,1
6231,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.71,18.8,50.7,0.69,4,1.0,0,1,5967.4,1
6232,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.51,15.9,52.1,0.71,4,1.5,1,1,5967.6,2
6233,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.67,15.3,51.3,0.72,2,1.5,1,1,5968.0,2
6234,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.9,14.6,52.8,0.7,2,1.5,1,1,5968.4,2
6235,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,58.24,14.9,52.3,0.7,3,1.5,1,1,5968.6,2
6236,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,58.12,15.8,52.9,0.69,2,1.5,1,1,5968.6,2
6237,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,58.31,18.5,54.6,0.7,2,1.5,1,1,5968.6,2
6238,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,58.0,19.8,55.1,0.71,2,1.5,1,1,5968.8,2
6239,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.4,22.2,55.9,0.7,2,1.5,1,1,5968.8,2
6240,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.63,24.3,56.9,0.73,2,1.0,1,1,5968.8,0
6241,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.91,27.7,54.9,0.71,2,1.0,1,1,5968.8,0
6242,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.61,30.4,56.3,0.71,2,1.0,1,1,5969.0,0
6243,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.03,32.3,56.0,0.72,2,1.0,1,1,5969.0,0
6244,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.12,33.6,57.4,0.72,2,1.0,1,1,5969.0,0
6245,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.95,34.8,57.5,0.69,2,1.0,1,1,5969.2,0
6246,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.98,34.4,57.2,0.68,2,1.0,1,1,5969.2,0
6247,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,56.82,34.9,59.5,0.7,2,1.0,1,1,5969.6,0
6248,0.0,0.0,0.0,0.85,0,1233.3351427629925,0,1555014,57.61,33.5,58.9,0.7,4,1.0,1,1,5969.6,1
6249,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,57.97,32.7,59.0,0.7,4,1.0,1,1,5969.6,1
6250,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,58.86,29.6,59.0,0.68,4,1.0,1,1,5970.0,1
6251,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,57.98,27.5,60.0,0.68,4,1.0,1,1,5970.0,1
6252,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,57.7,24.9,60.3,0.65,4,1.0,1,1,5970.6,1
6253,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,57.43,22.5,58.1,0.65,4,1.0,1,1,5970.6,1
6254,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,58.25,20.2,58.9,0.63,4,1.0,1,1,5971.6,1
6255,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,58.73,17.6,59.4,0.66,4,1.0,1,1,5972.6,1
6256,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,58.78,15.9,59.3,0.68,4,1.5,1,1,5972.6,2
6257,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,57.9,16.3,60.2,0.69,4,1.5,1,1,5972.6,2
6258,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,57.04,15.2,60.3,0.69,2,1.5,1,1,5973.0,2
6259,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,56.13,15.0,59.8,0.7,2,1.5,1,1,5973.0,2
6260,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,56.91,16.5,60.3,0.71,2,1.5,1,1,5973.0,2
6261,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,55.94,17.4,57.8,0.71,2,1.5,1,1,5973.0,2
6262,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,55.68,19.0,61.4,0.72,2,1.5,1,1,5973.2,2
6263,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,56.18,22.0,60.9,0.73,2,1.5,1,1,5973.4,2
6264,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,56.94,25.1,59.3,0.75,2,1.0,1,1,5973.4,0
6265,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,57.81,27.7,57.1,0.74,2,1.0,1,1,5973.4,0
6266,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,57.07,30.6,60.5,0.73,2,1.0,1,1,5973.4,0
6267,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,57.0,31.7,59.3,0.73,2,1.0,1,1,5973.4,0
6268,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,56.2,33.6,59.2,0.73,2,1.0,1,1,5973.4,0
6269,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,55.82,35.3,59.6,0.74,2,1.0,1,1,5973.6,0
6270,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,55.13,35.3,58.3,0.74,2,1.0,1,1,5973.6,0
6271,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,55.71,34.6,57.3,0.74,2,1.0,1,1,5973.6,0
6272,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,55.24,32.5,57.5,0.72,4,1.0,1,1,5973.6,1
6273,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,56.1,31.6,56.0,0.75,4,1.0,1,1,5974.4,1
6274,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,56.02,30.2,56.1,0.74,4,1.0,1,1,5975.2,1
6275,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,55.96,28.2,57.0,0.76,4,1.0,1,1,5976.6,1
6276,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,55.88,24.6,55.8,0.75,4,1.0,1,1,5976.6,1
6277,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,55.37,23.1,53.0,0.75,4,1.0,1,1,5976.6,1
6278,0.0,0.0,0.0,0.85,0,1758.820983596636,0,1555014,54.73,19.8,53.3,0.74,4,1.0,1,1,5976.6,1
6279,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,55.44,17.0,53.0,0.67,4,1.0,1,1,5978.0,1
6280,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,55.64,16.0,54.4,0.68,4,1.5,1,1,5978.2,2
6281,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.5,16.9,53.2,0.67,2,1.5,1,1,5978.6,2
6282,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.13,15.4,52.9,0.69,4,1.5,1,1,5978.6,2
6283,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,57.07,15.9,52.6,0.7,4,1.5,1,1,5978.8,2
6284,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.99,16.6,52.0,0.71,4,1.5,1,1,5978.8,2
6285,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.61,17.7,50.6,0.71,3,1.5,1,1,5979.0,2
6286,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,57.43,20.2,50.0,0.73,2,1.5,1,1,5979.0,2
6287,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.47,22.4,48.5,0.71,2,1.5,1,1,5979.2,2
6288,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.32,24.4,49.2,0.71,2,1.0,1,1,5979.2,0
6289,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,57.25,27.1,49.2,0.72,2,1.0,1,1,5979.2,0
6290,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.51,30.3,47.3,0.72,2,1.0,1,1,5979.4,0
6291,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.08,32.4,45.6,0.73,2,1.0,1,1,5979.4,0
6292,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.12,33.8,47.1,0.75,2,1.0,1,1,5979.4,0
6293,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.91,34.9,46.9,0.74,2,1.0,1,1,5979.6,0
6294,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,56.58,35.6,44.4,0.73,2,1.0,1,1,5979.8,0
6295,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,55.62,34.6,43.2,0.73,2,1.0,1,1,5979.8,0
6296,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,54.73,33.8,44.0,0.73,4,1.0,1,1,5979.8,1
6297,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,55.57,31.8,41.1,0.7,4,1.0,1,1,5980.6,1
6298,0.0,0.0,0.0,0.85,0,2070.742589704036,0,1555014,55.93,30.1,41.8,0.71,4,1.0,1,1,5980.6,1
